user_id,subscription_type,monthly_revenue,join_date,last_payment_date,country
577,Basic,15,23-10-22,26-06-23,Spain
578,Standard,13,23-10-22,28-06-23,United States
579,Standard,12,16-10-22,28-06-23,Canada
580,Basic,14,09-08-22,29-06-23,United States
581,Premium,10,02-08-22,29-06-23,United States
582,Basic,12,16-07-22,28-06-23,Canada
583,Standard,15,17-07-22,28-06-23,United Kingdom
584,Premium,14,14-07-22,28-06-23,Australia
585,Basic,14,16-07-22,29-06-23,Germany
586,Premium,15,06-08-22,29-06-23,France
587,Basic,14,07-08-22,28-06-23,Brazil
588,Standard,11,07-08-22,27-06-23,Mexico
589,Standard,15,04-08-22,29-06-23,Spain
590,Basic,15,29-07-22,29-06-23,Italy
591,Premium,14,19-06-22,28-06-23,Spain
592,Basic,15,09-06-22,29-06-23,Spain
593,Standard,11,06-06-22,29-06-23,United States
594,Premium,12,06-06-22,30-06-23,Canada
595,Basic,10,11-06-22,28-06-23,United States
596,Basic,14,18-06-22,28-06-23,United States
597,Basic,13,27-06-22,28-06-23,Canada
598,Standard,12,05-07-22,29-06-23,United Kingdom
599,Premium,15,06-07-22,27-06-23,Australia
600,Basic,14,16-06-22,29-06-23,Germany
601,Basic,14,05-06-22,30-06-23,France
602,Premium,14,05-06-22,29-06-23,Brazil
603,Standard,15,06-06-22,27-06-23,Mexico
604,Standard,15,07-06-22,28-06-23,Spain
605,Basic,15,10-06-22,29-06-23,Italy
606,Premium,14,13-06-22,29-06-23,Spain
607,Standard,14,14-06-22,27-06-23,Spain
608,Basic,12,22-06-22,28-06-23,United States
609,Standard,14,03-07-22,29-06-23,Canada
610,Premium,13,05-07-22,29-06-23,United States
611,Basic,15,11-07-22,28-06-23,United States
612,Premium,11,17-07-22,27-06-23,Canada
613,Standard,12,27-07-22,28-06-23,United Kingdom
614,Basic,15,14-08-22,28-06-23,Australia
615,Standard,13,15-08-22,27-06-23,Germany
616,Premium,14,02-09-22,27-06-23,France
617,Basic,11,05-09-22,28-06-23,Brazil
618,Standard,10,06-09-22,28-06-23,Mexico
619,Premium,11,06-09-22,29-06-23,Spain
620,Basic,11,05-09-22,27-06-23,Italy
621,Premium,14,06-09-22,29-06-23,Spain
622,Basic,12,29-08-22,28-06-23,Spain
623,Standard,13,30-08-22,28-06-23,United States
624,Standard,10,02-09-22,30-06-23,Canada
625,Basic,15,20-09-22,28-06-23,United States
626,Premium,10,23-09-22,30-06-23,United States
627,Basic,11,29-09-22,29-06-23,Canada
628,Standard,10,09-10-22,01-07-23,United Kingdom
629,Premium,11,12-10-22,29-06-23,Australia
630,Basic,15,06-10-22,30-06-23,Germany
631,Premium,14,21-09-22,28-06-23,France
632,Basic,13,23-09-22,01-07-23,Brazil
633,Standard,12,28-09-22,29-06-23,Mexico
634,Standard,12,29-09-22,29-06-23,Spain
635,Basic,13,03-10-22,27-06-23,Italy
636,Premium,10,28-10-22,01-07-23,Spain
637,Basic,12,14-11-22,29-06-23,Spain
638,Standard,11,16-11-22,01-07-23,United States
639,Premium,10,17-11-22,28-06-23,Canada
640,Basic,13,20-11-22,30-06-23,United States
641,Premium,12,21-11-22,29-06-23,United States
642,Basic,11,19-11-22,01-07-23,Canada
643,Standard,11,28-10-22,27-06-23,United Kingdom
644,Standard,15,27-10-22,29-06-23,Australia
645,Basic,13,27-10-22,29-06-23,Germany
646,Premium,10,27-10-22,30-06-23,France
647,Basic,15,25-10-22,28-06-23,Brazil
648,Standard,10,17-10-22,28-06-23,Mexico
649,Premium,14,20-08-22,29-06-23,Spain
650,Basic,15,16-08-22,29-06-23,Italy
651,Premium,13,15-08-22,29-06-23,Spain
652,Basic,14,15-08-22,29-06-23,Spain
653,Standard,11,29-07-22,29-06-23,United States
654,Standard,12,17-07-22,28-06-23,Canada
655,Basic,11,26-07-22,29-06-23,United States
656,Premium,14,31-07-22,29-06-23,United States
657,Basic,14,03-08-22,29-06-23,Canada
658,Standard,13,04-08-22,29-06-23,United Kingdom
659,Premium,13,03-08-22,29-06-23,Australia
660,Basic,12,27-06-22,29-06-23,Germany
661,Premium,14,27-06-22,28-06-23,France
662,Basic,15,15-06-22,29-06-23,Brazil
663,Standard,11,13-06-22,29-06-23,Mexico
664,Standard,11,12-06-22,30-06-23,Spain
665,Basic,10,18-06-22,28-06-23,Italy
666,Premium,15,26-06-22,29-06-23,Spain
667,Basic,11,30-06-22,30-06-23,Spain
668,Standard,13,03-07-22,30-06-23,United States
669,Premium,13,19-06-22,28-06-23,Canada
670,Basic,10,08-06-22,29-06-23,United States
671,Basic,10,08-06-22,30-06-23,United States
672,Basic,14,09-06-22,30-06-23,Canada
673,Standard,15,09-06-22,27-06-23,United Kingdom
674,Premium,13,10-06-22,28-06-23,Australia
675,Basic,11,11-06-22,29-06-23,Germany
676,Basic,11,13-06-22,29-06-23,France
677,Premium,13,17-06-22,28-06-23,Brazil
678,Standard,15,27-06-22,28-06-23,Mexico
679,Standard,11,05-07-22,29-06-23,Spain
680,Basic,15,07-07-22,29-06-23,Italy
681,Premium,11,16-07-22,28-06-23,Spain
682,Standard,11,23-07-22,27-06-23,Spain
683,Basic,13,03-08-22,29-06-23,United States
684,Standard,10,11-08-22,29-06-23,Canada
685,Premium,12,15-08-22,30-06-23,United States
686,Basic,14,18-08-22,28-06-23,United States
687,Premium,13,26-08-22,29-06-23,Canada
688,Standard,10,03-09-22,28-06-23,United Kingdom
689,Basic,15,04-09-22,29-06-23,Australia
690,Standard,15,05-09-22,30-06-23,Germany
691,Premium,11,01-09-22,29-06-23,France
692,Basic,15,31-08-22,30-06-23,Brazil
693,Standard,14,01-09-22,29-06-23,Mexico
694,Premium,14,17-09-22,01-07-23,Spain
695,Basic,13,21-09-22,28-06-23,Italy
696,Premium,15,29-09-22,01-07-23,Spain
697,Basic,12,06-10-22,29-06-23,Spain
698,Standard,10,12-10-22,02-07-23,United States
699,Standard,13,07-10-22,30-06-23,Canada
700,Basic,12,04-10-22,30-06-23,United States
701,Premium,11,24-09-22,28-06-23,United States
702,Basic,14,25-09-22,01-07-23,Canada
703,Standard,14,27-09-22,30-06-23,United Kingdom
704,Premium,13,30-09-22,01-07-23,Australia
705,Basic,13,04-10-22,28-06-23,Germany
706,Premium,12,24-10-22,01-07-23,France
707,Basic,12,28-10-22,30-06-23,Brazil
708,Standard,13,02-11-22,01-07-23,Mexico
709,Standard,12,07-11-22,28-06-23,Spain
710,Basic,10,10-11-22,30-06-23,Italy
711,Premium,14,15-11-22,29-06-23,Spain
712,Basic,13,08-11-22,01-07-23,Spain
713,Standard,10,01-11-22,27-06-23,United States
714,Premium,15,30-10-22,29-06-23,Canada
715,Basic,12,28-10-22,29-06-23,United States
716,Premium,10,26-10-22,30-06-23,United States
717,Basic,15,18-10-22,29-06-23,Canada
718,Standard,14,30-09-22,30-06-23,United Kingdom
719,Standard,10,03-09-22,29-06-23,Australia
720,Basic,10,23-08-22,29-06-23,Germany
721,Premium,10,16-08-22,29-06-23,France
722,Basic,13,11-08-22,30-06-23,Brazil
723,Standard,10,01-08-22,30-06-23,Mexico
724,Premium,14,01-08-22,29-06-23,Spain
725,Basic,12,01-08-22,29-06-23,Italy
726,Premium,14,02-08-22,30-06-23,Spain
727,Basic,11,04-08-22,29-06-23,Spain
728,Standard,14,04-08-22,29-06-23,United States
729,Standard,15,07-07-22,30-06-23,Canada
730,Basic,12,27-06-22,30-06-23,United States
731,Premium,13,19-06-22,29-06-23,United States
732,Basic,12,19-06-22,29-06-23,Canada
733,Standard,10,18-06-22,29-06-23,United Kingdom
734,Premium,14,19-06-22,30-06-23,Australia
735,Basic,14,24-06-22,28-06-23,Germany
736,Premium,11,30-06-22,30-06-23,France
737,Basic,15,02-07-22,30-06-23,Brazil
738,Standard,14,26-06-22,01-07-23,Mexico
739,Standard,13,21-06-22,28-06-23,Spain
740,Basic,14,16-06-22,29-06-23,Italy
741,Premium,14,09-06-22,30-06-23,Spain
742,Basic,13,10-06-22,30-06-23,Spain
743,Standard,15,10-06-22,28-06-23,United States
744,Premium,13,11-06-22,29-06-23,Canada
745,Basic,11,12-06-22,30-06-23,United States
746,Basic,15,15-06-22,30-06-23,United States
747,Basic,11,25-06-22,29-06-23,Canada
748,Standard,13,30-06-22,28-06-23,United Kingdom
749,Premium,12,06-07-22,30-06-23,Australia
750,Basic,13,09-07-22,29-06-23,Germany
751,Basic,14,18-07-22,29-06-23,France
752,Premium,10,24-07-22,28-06-23,Brazil
753,Standard,12,27-07-22,30-06-23,Mexico
754,Standard,11,10-08-22,29-06-23,Spain
755,Basic,13,16-08-22,30-06-23,Italy
756,Premium,14,23-08-22,29-06-23,Spain
757,Standard,11,03-09-22,30-06-23,Spain
758,Basic,12,04-09-22,29-06-23,United States
759,Standard,14,05-09-22,29-06-23,Canada
760,Premium,13,04-09-22,01-07-23,United States
761,Basic,11,31-08-22,29-06-23,United States
762,Premium,10,01-09-22,02-07-23,Canada
763,Standard,10,15-09-22,29-06-23,United Kingdom
764,Basic,15,18-09-22,03-07-23,Australia
765,Standard,11,28-09-22,29-06-23,Germany
766,Premium,13,30-09-22,01-07-23,France
767,Basic,15,07-10-22,29-06-23,Brazil
768,Standard,10,08-10-22,02-07-23,Mexico
769,Premium,14,08-10-22,30-06-23,Spain
770,Basic,11,03-10-22,01-07-23,Italy
771,Premium,14,04-10-22,28-06-23,Spain
772,Basic,12,02-10-22,01-07-23,Spain
773,Standard,13,01-10-22,30-06-23,United States
774,Standard,15,03-10-22,02-07-23,Canada
775,Basic,11,20-10-22,28-06-23,United States
776,Premium,11,21-10-22,01-07-23,United States
777,Basic,11,28-10-22,30-06-23,Canada
778,Standard,13,03-11-22,01-07-23,United Kingdom
779,Premium,10,07-11-22,28-06-23,Australia
780,Basic,15,12-11-22,30-06-23,Germany
781,Premium,14,13-11-22,29-06-23,France
782,Basic,13,02-11-22,01-07-23,Brazil
783,Standard,13,01-11-22,29-06-23,Mexico
784,Standard,14,31-10-22,30-06-23,Spain
785,Basic,12,28-10-22,29-06-23,Italy
786,Premium,13,24-10-22,30-06-23,Spain
787,Basic,12,03-10-22,29-06-23,Spain
788,Standard,12,13-09-22,30-06-23,United States
789,Premium,11,02-09-22,30-06-23,Canada
790,Basic,14,30-08-22,30-06-23,United States
791,Premium,15,25-08-22,30-06-23,United States
792,Basic,12,11-08-22,30-06-23,Canada
793,Standard,11,05-08-22,30-06-23,United Kingdom
794,Standard,12,02-08-22,30-06-23,Australia
795,Basic,11,03-08-22,01-07-23,Germany
796,Premium,12,04-08-22,01-07-23,France
797,Basic,10,05-08-22,30-06-23,Brazil
798,Standard,15,12-07-22,30-06-23,Mexico
799,Premium,10,02-07-22,30-06-23,Spain
800,Basic,12,26-06-22,30-06-23,Italy
801,Premium,10,22-06-22,29-06-23,Spain
802,Basic,13,22-06-22,30-06-23,Spain
803,Standard,14,19-06-22,01-07-23,United States
804,Standard,14,22-06-22,02-07-23,Canada
805,Basic,15,27-06-22,28-06-23,United States
806,Premium,15,01-07-22,30-06-23,United States
807,Basic,11,28-06-22,30-06-23,Canada
808,Standard,13,25-06-22,01-07-23,United Kingdom
809,Premium,10,22-06-22,28-06-23,Australia
810,Basic,13,09-06-22,29-06-23,Germany
811,Premium,13,10-06-22,30-06-23,France
812,Basic,15,11-06-22,01-07-23,Brazil
813,Standard,10,11-06-22,28-06-23,Mexico
814,Standard,10,12-06-22,29-06-23,Spain
815,Basic,15,13-06-22,30-06-23,Italy
816,Premium,15,18-06-22,30-06-23,Spain
817,Basic,15,29-06-22,30-06-23,Spain
818,Standard,13,30-06-22,28-06-23,United States
819,Premium,14,01-07-22,01-07-23,Canada
820,Basic,11,07-07-22,30-06-23,United States
821,Basic,12,13-07-22,29-06-23,United States
822,Basic,11,24-07-22,29-06-23,Canada
823,Standard,15,29-07-22,30-06-23,United Kingdom
824,Premium,13,31-07-22,30-06-23,Australia
825,Basic,12,09-08-22,30-06-23,Germany
826,Basic,11,18-08-22,01-07-23,France
827,Premium,15,20-08-22,30-06-23,Brazil
828,Standard,15,30-08-22,30-06-23,Mexico
829,Standard,10,01-09-22,29-06-23,Spain
830,Basic,13,02-09-22,03-07-23,Italy
831,Premium,10,02-09-22,29-06-23,Spain
832,Standard,14,15-09-22,02-07-23,Spain
833,Basic,13,17-09-22,29-06-23,United States
834,Standard,14,26-09-22,03-07-23,Canada
835,Premium,12,27-09-22,29-06-23,United States
836,Basic,15,04-10-22,01-07-23,United States
837,Premium,12,06-10-22,29-06-23,Canada
838,Standard,11,07-10-22,02-07-23,United Kingdom
839,Basic,13,06-10-22,30-06-23,Australia
840,Standard,15,07-10-22,03-07-23,Germany
841,Premium,13,06-10-22,29-06-23,France
842,Basic,14,06-10-22,02-07-23,Brazil
843,Standard,13,04-10-22,01-07-23,Mexico
844,Premium,10,14-10-22,02-07-23,Spain
845,Basic,12,19-10-22,29-06-23,Italy
846,Premium,12,21-10-22,01-07-23,Spain
847,Basic,11,28-10-22,30-06-23,Spain
848,Standard,11,01-11-22,02-07-23,United States
849,Standard,10,12-11-22,29-06-23,Canada
850,Basic,13,13-11-22,30-06-23,United States
851,Premium,15,09-11-22,30-06-23,United States
852,Basic,12,08-11-22,01-07-23,Canada
853,Standard,14,06-11-22,30-06-23,United Kingdom
854,Premium,10,07-11-22,30-06-23,Australia
855,Basic,12,02-11-22,01-07-23,Germany
856,Premium,10,06-10-22,30-06-23,France
857,Basic,15,16-09-22,30-06-23,Brazil
858,Standard,14,10-09-22,30-06-23,Mexico
859,Standard,12,04-09-22,30-06-23,Spain
860,Basic,13,26-08-22,01-07-23,Italy
861,Premium,14,14-08-22,01-07-23,Spain
862,Basic,14,12-08-22,01-07-23,Spain
863,Standard,12,10-08-22,30-06-23,United States
864,Premium,11,10-08-22,01-07-23,Canada
865,Basic,15,04-08-22,01-07-23,United States
866,Premium,10,05-08-22,01-07-23,United States
867,Basic,13,17-07-22,30-06-23,Canada
868,Standard,12,16-07-22,01-07-23,United Kingdom
869,Standard,15,13-07-22,01-07-23,Australia
870,Basic,13,03-07-22,02-07-23,Germany
871,Premium,11,24-06-22,29-06-23,France
872,Basic,14,21-06-22,01-07-23,Brazil
873,Standard,10,22-06-22,01-07-23,Mexico
874,Premium,10,23-06-22,02-07-23,Spain
875,Basic,14,26-06-22,29-06-23,Italy
876,Premium,11,27-06-22,30-06-23,Spain
877,Basic,13,28-06-22,01-07-23,Spain
878,Standard,13,28-06-22,02-07-23,United States
879,Standard,12,18-06-22,29-06-23,Canada
880,Basic,11,11-06-22,30-06-23,United States
881,Premium,11,11-06-22,01-07-23,United States
882,Basic,13,12-06-22,01-07-23,Canada
883,Standard,15,13-06-22,29-06-23,United Kingdom
884,Premium,11,13-06-22,29-06-23,Australia
885,Basic,11,18-06-22,02-07-23,Germany
886,Premium,15,23-06-22,30-06-23,France
887,Basic,12,26-06-22,30-06-23,Brazil
888,Standard,13,29-06-22,29-06-23,Mexico
889,Standard,10,02-07-22,01-07-23,Spain
890,Basic,10,06-07-22,30-06-23,Italy
891,Premium,14,18-07-22,30-06-23,Spain
892,Basic,15,29-07-22,30-06-23,Spain
893,Standard,13,30-07-22,01-07-23,United States
894,Premium,13,03-08-22,01-07-23,Canada
895,Basic,10,15-08-22,30-06-23,United States
896,Basic,10,20-08-22,01-07-23,United States
897,Basic,14,21-08-22,30-06-23,Canada
898,Standard,11,30-08-22,02-07-23,United Kingdom
899,Premium,15,01-09-22,29-06-23,Australia
900,Basic,14,02-09-22,03-07-23,Germany
901,Basic,12,04-09-22,30-06-23,France
902,Premium,12,10-09-22,02-07-23,Brazil
903,Standard,11,25-09-22,29-06-23,Mexico
904,Standard,12,27-09-22,03-07-23,Spain
905,Basic,13,01-10-22,30-06-23,Italy
906,Premium,13,06-10-22,02-07-23,Spain
907,Standard,15,07-10-22,30-06-23,Spain
908,Basic,13,08-10-22,03-07-23,United States
909,Standard,14,08-10-22,01-07-23,Canada
910,Premium,10,08-10-22,03-07-23,United States
911,Basic,13,08-10-22,29-06-23,United States
912,Premium,15,08-10-22,02-07-23,Canada
913,Standard,15,10-10-22,01-07-23,United Kingdom
914,Basic,12,19-10-22,02-07-23,Australia
915,Standard,15,20-10-22,29-06-23,Germany
916,Premium,12,26-10-22,01-07-23,France
917,Basic,14,29-10-22,30-06-23,Brazil
918,Standard,10,31-10-22,02-07-23,Mexico
919,Premium,15,11-11-22,29-06-23,Spain
920,Basic,14,09-11-22,01-07-23,Italy
921,Premium,14,09-11-22,01-07-23,Spain
922,Basic,13,07-11-22,01-07-23,Spain
923,Standard,13,08-11-22,30-06-23,United States
924,Standard,14,05-11-22,01-07-23,Canada
925,Basic,10,25-10-22,01-07-23,United States
926,Premium,13,23-10-22,02-07-23,United States
927,Basic,11,20-10-22,02-07-23,Canada
928,Standard,11,14-10-22,01-07-23,United Kingdom
929,Premium,13,29-08-22,30-06-23,Australia
930,Basic,10,18-08-22,01-07-23,Germany
931,Premium,13,13-08-22,02-07-23,France
932,Basic,11,11-08-22,02-07-23,Brazil
933,Standard,10,11-08-22,01-07-23,Mexico
934,Standard,11,06-08-22,01-07-23,Spain
935,Basic,10,07-08-22,02-07-23,Italy
936,Premium,15,18-07-22,02-07-23,Spain
937,Basic,10,17-07-22,30-06-23,Spain
938,Standard,14,15-07-22,02-07-23,United States
939,Premium,10,14-07-22,02-07-23,Canada
940,Basic,12,26-06-22,03-07-23,United States
941,Premium,10,26-06-22,29-06-23,United States
942,Basic,12,22-06-22,01-07-23,Canada
943,Standard,15,23-06-22,01-07-23,United Kingdom
944,Standard,10,24-06-22,02-07-23,Australia
945,Basic,13,26-06-22,29-06-23,Germany
946,Premium,14,28-06-22,01-07-23,France
947,Basic,10,29-06-22,02-07-23,Brazil
948,Standard,12,26-06-22,02-07-23,Mexico
949,Premium,14,26-06-22,30-06-23,Spain
950,Basic,10,20-06-22,30-06-23,Italy
951,Premium,12,18-06-22,03-07-23,Spain
952,Basic,10,16-06-22,01-07-23,Spain
953,Standard,10,16-06-22,30-06-23,United States
954,Standard,13,17-06-22,30-06-23,Canada
955,Basic,15,20-06-22,02-07-23,United States
956,Premium,10,24-06-22,01-07-23,United States
957,Basic,14,27-06-22,01-07-23,Canada
958,Standard,10,02-07-22,01-07-23,United Kingdom
959,Premium,14,04-07-22,02-07-23,Australia
960,Basic,15,15-07-22,30-06-23,Germany
961,Premium,15,23-07-22,01-07-23,France
962,Basic,12,29-07-22,01-07-23,Brazil
963,Standard,13,01-08-22,01-07-23,Mexico
964,Standard,13,12-08-22,03-07-23,Spain
965,Basic,10,14-08-22,30-06-23,Italy
966,Premium,12,16-08-22,04-07-23,Spain
967,Basic,10,26-08-22,30-06-23,Spain
968,Standard,13,31-08-22,03-07-23,United States
969,Premium,12,02-09-22,30-06-23,Canada
970,Basic,15,03-09-22,03-07-23,United States
971,Basic,10,05-09-22,01-07-23,United States
972,Basic,14,10-09-22,02-07-23,Canada
973,Standard,12,17-09-22,01-07-23,United Kingdom
974,Premium,13,28-09-22,03-07-23,Australia
975,Basic,12,02-10-22,30-06-23,Germany
976,Basic,15,05-10-22,03-07-23,France
977,Premium,11,07-10-22,30-06-23,Brazil
978,Standard,13,08-10-22,03-07-23,Mexico
979,Standard,15,08-10-22,01-07-23,Spain
980,Basic,11,09-10-22,03-07-23,Italy
981,Premium,10,09-10-22,30-06-23,Spain
982,Standard,12,10-10-22,02-07-23,Spain
983,Basic,11,14-10-22,01-07-23,United States
984,Standard,15,16-10-22,03-07-23,Canada
985,Premium,11,21-10-22,29-06-23,United States
986,Basic,15,25-10-22,01-07-23,United States
987,Premium,11,30-10-22,01-07-23,Canada
988,Standard,12,31-10-22,02-07-23,United Kingdom
989,Basic,12,08-11-22,01-07-23,Australia
990,Standard,15,09-11-22,01-07-23,Germany
991,Premium,11,07-11-22,01-07-23,France
992,Basic,13,08-11-22,03-07-23,Brazil
993,Standard,14,08-11-22,03-07-23,Mexico
994,Premium,11,31-10-22,02-07-23,Spain
995,Basic,14,28-10-22,01-07-23,Italy
996,Premium,15,25-10-22,02-07-23,Spain
997,Basic,14,18-10-22,02-07-23,Spain
998,Standard,15,25-09-22,02-07-23,United States
999,Standard,10,26-08-22,01-07-23,Canada
1000,Basic,10,20-08-22,02-07-23,United States
1001,Premium,12,12-08-22,03-07-23,United States
1002,Basic,13,12-08-22,03-07-23,Canada
1003,Standard,13,11-08-22,01-07-23,United Kingdom
1004,Premium,14,11-08-22,02-07-23,Australia
1005,Basic,12,10-08-22,02-07-23,Germany
1006,Premium,10,31-07-22,03-07-23,France
1007,Basic,12,17-07-22,30-06-23,Brazil
1008,Standard,10,15-07-22,02-07-23,Mexico
1009,Standard,14,05-07-22,02-07-23,Spain
1010,Basic,12,01-07-22,03-07-23,Italy
1011,Premium,15,01-07-22,30-06-23,Spain
1012,Basic,15,26-06-22,01-07-23,Spain
1013,Standard,12,27-06-22,02-07-23,United States
1014,Premium,10,28-06-22,02-07-23,Canada
1015,Basic,12,28-06-22,30-06-23,United States
1016,Premium,10,29-06-22,01-07-23,United States
1017,Basic,10,26-06-22,02-07-23,Canada
1018,Standard,13,26-06-22,02-07-23,United Kingdom
1019,Standard,14,24-06-22,30-06-23,Australia
1020,Basic,13,21-06-22,01-07-23,Germany
1021,Premium,13,22-06-22,03-07-23,France
1022,Basic,11,18-06-22,02-07-23,Brazil
1023,Standard,10,18-06-22,02-07-23,Mexico
1024,Premium,10,20-06-22,01-07-23,Spain
1025,Basic,13,23-06-22,03-07-23,Italy
1026,Premium,10,26-06-22,01-07-23,Spain
1027,Basic,12,02-07-22,01-07-23,Spain
1028,Standard,12,04-07-22,01-07-23,United States
1029,Standard,10,07-07-22,02-07-23,Canada
1030,Basic,13,14-07-22,01-07-23,United States
1031,Premium,13,20-07-22,01-07-23,United States
1032,Basic,15,23-07-22,02-07-23,Canada
1033,Standard,15,30-07-22,01-07-23,United Kingdom
1034,Premium,11,12-08-22,03-07-23,Australia
1035,Basic,14,14-08-22,01-07-23,Germany
1036,Premium,14,22-08-22,04-07-23,France
1037,Basic,10,29-08-22,30-06-23,Brazil
1038,Standard,12,02-09-22,03-07-23,Mexico
1039,Standard,13,03-09-22,01-07-23,Spain
1040,Basic,11,04-09-22,04-07-23,Italy
1041,Premium,13,06-09-22,01-07-23,Spain
1042,Basic,14,10-09-22,02-07-23,Spain
1043,Standard,12,20-09-22,01-07-23,United States
1044,Premium,11,26-09-22,03-07-23,Canada
1045,Basic,13,04-10-22,01-07-23,United States
1046,Basic,13,06-10-22,03-07-23,United States
1047,Basic,13,07-10-22,01-07-23,Canada
1048,Standard,15,08-10-22,03-07-23,United Kingdom
1049,Premium,14,09-10-22,01-07-23,Australia
1050,Basic,15,10-10-22,03-07-23,Germany
1051,Basic,11,10-10-22,30-06-23,France
1052,Premium,14,14-10-22,02-07-23,Brazil
1053,Standard,13,15-10-22,01-07-23,Mexico
1054,Standard,12,17-10-22,03-07-23,Spain
1055,Basic,11,23-10-22,01-07-23,Italy
1056,Premium,15,27-10-22,02-07-23,Spain
1057,Standard,14,29-10-22,02-07-23,Spain
1058,Basic,15,05-11-22,02-07-23,United States
1059,Standard,15,07-11-22,02-07-23,Canada
1060,Premium,10,08-11-22,02-07-23,United States
1061,Basic,15,09-11-22,01-07-23,United States
1062,Premium,10,10-11-22,03-07-23,Canada
1063,Standard,13,02-11-22,03-07-23,United Kingdom
1064,Basic,11,31-10-22,02-07-23,Australia
1065,Standard,15,29-10-22,02-07-23,Germany
1066,Premium,12,22-10-22,03-07-23,France
1067,Basic,14,20-10-22,02-07-23,Brazil
1068,Standard,15,21-10-22,04-07-23,Mexico
1069,Premium,13,10-10-22,02-07-23,Spain
1070,Basic,15,06-09-22,03-07-23,Italy
1071,Premium,12,06-09-22,03-07-23,Spain
1072,Basic,11,13-08-22,03-07-23,Spain
1073,Standard,11,13-08-22,01-07-23,United States
1074,Standard,12,13-08-22,02-07-23,Canada
1075,Basic,11,06-08-22,03-07-23,United States
1076,Premium,15,06-08-22,03-07-23,United States
1077,Basic,15,22-07-22,30-06-23,Canada
1078,Standard,14,17-07-22,02-07-23,United Kingdom
1079,Premium,12,09-07-22,02-07-23,Australia
1080,Basic,11,04-07-22,03-07-23,Germany
1081,Premium,10,27-06-22,30-06-23,France
1082,Basic,13,28-06-22,02-07-23,Brazil
1083,Standard,12,28-06-22,02-07-23,Mexico
1084,Standard,10,29-06-22,03-07-23,Spain
1085,Basic,10,29-06-22,30-06-23,Italy
1086,Premium,15,26-06-22,01-07-23,Spain
1087,Basic,11,26-06-22,03-07-23,Spain
1088,Standard,10,26-06-22,02-07-23,United States
1089,Premium,14,24-06-22,30-06-23,Canada
1090,Basic,14,25-06-22,02-07-23,United States
1091,Premium,12,20-06-22,03-07-23,United States
1092,Basic,15,21-06-22,02-07-23,Canada
1093,Standard,12,20-06-22,02-07-23,United Kingdom
1094,Standard,10,22-06-22,02-07-23,Australia
1095,Basic,10,24-06-22,03-07-23,Germany
1096,Premium,15,30-06-22,02-07-23,France
1097,Basic,13,03-07-22,02-07-23,Brazil
1098,Standard,10,04-07-22,02-07-23,Mexico
1099,Premium,13,08-07-22,02-07-23,Spain
1100,Basic,10,19-07-22,01-07-23,Italy
1101,Premium,11,21-07-22,01-07-23,Spain
1102,Basic,15,27-07-22,03-07-23,Spain
1103,Standard,14,02-08-22,01-07-23,United States
1104,Standard,10,09-08-22,03-07-23,Canada
1105,Basic,15,21-08-22,01-07-23,United States
1106,Premium,14,29-08-22,04-07-23,United States
1107,Basic,15,31-08-22,01-07-23,Canada
1108,Standard,10,02-09-22,03-07-23,United Kingdom
1109,Premium,13,04-09-22,01-07-23,Australia
1110,Basic,13,05-09-22,04-07-23,Germany
1111,Premium,13,10-09-22,01-07-23,France
1112,Basic,15,13-09-22,03-07-23,Brazil
1113,Standard,13,20-09-22,01-07-23,Mexico
1114,Standard,15,01-10-22,03-07-23,Spain
1115,Basic,14,03-10-22,01-07-23,Italy
1116,Premium,11,06-10-22,04-07-23,Spain
1117,Basic,15,08-10-22,01-07-23,Spain
1118,Standard,13,09-10-22,03-07-23,United States
1119,Premium,12,10-10-22,02-07-23,Canada
1120,Basic,13,10-10-22,04-07-23,United States
1121,Basic,15,12-10-22,01-07-23,United States
1122,Basic,11,14-10-22,02-07-23,Canada
1123,Standard,15,15-10-22,02-07-23,United Kingdom
1124,Premium,11,17-10-22,03-07-23,Australia
1125,Basic,15,19-10-22,02-07-23,Germany
1126,Basic,14,25-10-22,02-07-23,France
1127,Premium,11,26-10-22,02-07-23,Brazil
1128,Standard,10,05-11-22,03-07-23,Mexico
1129,Standard,14,07-11-22,03-07-23,Spain
1130,Basic,14,08-11-22,03-07-23,Italy
1131,Premium,14,09-11-22,02-07-23,Spain
1132,Standard,13,06-11-22,03-07-23,Spain
1133,Basic,12,04-11-22,03-07-23,United States
1134,Standard,13,03-11-22,05-07-23,Canada
1135,Premium,13,23-10-22,02-07-23,United States
1136,Basic,14,24-10-22,04-07-23,United States
1137,Premium,13,23-10-22,04-07-23,Canada
1138,Standard,12,21-10-22,04-07-23,United Kingdom
1139,Basic,14,11-09-22,02-07-23,Australia
1140,Standard,10,09-09-22,03-07-23,Germany
1141,Premium,12,22-08-22,03-07-23,France
1142,Basic,13,21-08-22,04-07-23,Brazil
1143,Standard,13,15-08-22,01-07-23,Mexico
1144,Premium,14,14-08-22,03-07-23,Spain
1145,Basic,11,09-08-22,03-07-23,Italy
1146,Premium,12,04-08-22,04-07-23,Spain
1147,Basic,11,27-07-22,01-07-23,Spain
1148,Standard,12,11-07-22,02-07-23,United States
1149,Standard,13,09-07-22,03-07-23,Canada
1150,Basic,15,01-07-22,03-07-23,United States
1151,Premium,12,30-06-22,01-07-23,United States
